block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,42.162224,75892,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.696110,91253,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,50.657776,91184,
1,cube0,42.095554,75772,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.298889,79738,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.285557,79714,
2,cube0,42.283890,76111,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.628334,91131,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,50.634998,91143,
3,cube0,41.932220,75478,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.129444,79433,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.135555,79444,
4,cube0,42.119446,75815,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.520000,90936,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,50.518890,90934,
5,cube0,42.073334,75732,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.245556,79642,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.235001,79623,
6,cube0,42.293888,76129,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.671665,91209,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,50.665554,91198,
7,cube0,42.115002,75807,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.287777,79718,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.301666,79743,
8,cube0,42.350555,76231,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.697777,91256,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,50.743332,91338,
9,cube0,42.108334,75795,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.187778,79538,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.234444,79622,
10,cube0,42.382221,76288,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.791668,91425,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,50.828335,91491,
11,cube0,42.020557,75637,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.112221,79402,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.157776,79484,
12,cube0,42.233334,76020,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.512222,90922,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,50.572224,91030,
13,cube0,41.902222,75424,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,43.983891,79171,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.015556,79228,
14,cube0,42.366112,76259,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.939999,91692,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,50.970554,91747,
15,cube0,41.747776,75146,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,43.845554,78922,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,43.875000,78975,
16,cube0,41.632778,74939,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,41.598331,74877,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,41.563332,74814,
17,cube0,41.876110,75377,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,41.853889,75337,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,41.823891,75283,
18,cube0,41.578335,74841,22.438946,11.219473,89.755783,11.219473,0.000000,22.438946,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,41.555000,74799,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,41.522778,74741,
19,cube0,41.584446,74852,4.487789,2.243895,17.951157,2.243895,0.000000,4.487789,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,41.584446,74852,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,41.548889,74788,
