block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,42.538334,76569,1537,1024,514,2143,512,2151,60.015617,19.285715,32.521255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.216110,92189,1,128,2468,1,2432,0,0.775194,99.979599,97.435387,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.241665,92235,65,64,2434,1,2466,0,50.387596,99.979599,98.707756,
1,cube0,42.581665,76647,1537,1024,2247,512,2240,513,60.015617,81.404205,74.619102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.779999,80604,1,144,1296,1,1288,0,0.689655,99.961319,94.688644,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.789444,80621,17,128,513,1,523,0,11.724138,99.903564,89.086296,
2,cube0,42.659443,76787,1537,1024,1196,1558,1195,1563,60.015617,43.378082,48.656013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.016666,91830,1,192,2080,0,2046,1,0.518135,99.975769,95.532410,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.061668,91911,65,128,1659,1,1693,0,33.678757,99.970177,96.362099,
3,cube0,42.512222,76522,1537,1024,1194,1563,1189,1566,60.015617,43.232944,48.556919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.742222,80536,1,144,1673,0,1685,1,0.689655,99.970230,95.861870,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.754444,80558,17,128,1302,0,1282,1,11.724138,99.961319,95.274727,
4,cube0,42.622223,76720,1537,1024,2079,675,2080,678,60.015617,75.453552,70.556175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.153332,92076,1,192,1677,0,1674,2,0.518135,99.940353,94.529045,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.171112,92108,65,128,898,1,906,0,33.678757,99.944595,93.543541,
5,cube0,42.442780,76397,1537,1024,1220,1441,1211,1448,60.015617,45.695488,50.348942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.665554,80398,1,80,2088,1,2044,0,1.234568,99.975807,98.077835,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.671665,80409,17,64,2046,0,2086,1,20.987654,99.975807,98.457520,
6,cube0,42.528889,76552,1537,1024,1518,1143,1521,1138,60.015617,57.124062,58.063698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.926666,91668,1,128,1481,1,1484,0,0.775194,99.966286,95.831985,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.917221,91651,65,64,516,0,514,1,50.387596,99.903008,94.396553,
7,cube0,42.358891,76246,1537,1024,610,2146,612,2144,60.015617,22.169811,34.175648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
