block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,57.446110,103403,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,67.538887,121570,111.003166,87.056061,0.001239,0.006401,
0,vector1,NA,NA,66.198891,119158,74.021935,58.625477,0.001239,0.004543,
1,cube0,60.396111,108713,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,68.131668,122637,111.386429,89.596809,0.001239,0.011977,
1,vector1,NA,NA,66.663330,119994,74.279640,60.852348,0.001239,0.008260,
2,cube0,61.402222,110524,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,68.503334,123306,111.703606,90.231163,0.001239,0.011977,
2,vector1,NA,NA,66.817223,120271,74.491096,61.275253,0.001239,0.008260,
3,cube0,60.863888,109555,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,68.916664,124050,112.010872,90.865524,0.001239,0.011977,
3,vector1,NA,NA,66.795555,120232,74.484489,61.275253,0.001239,0.008260,
4,cube0,60.204445,108368,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,67.429443,121373,111.009773,88.830292,0.001239,0.011977,
4,vector1,NA,NA,66.058891,118906,74.018631,60.336929,0.001239,0.008260,
5,cube0,57.322777,103181,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,62.597221,112675,106.301628,80.927216,0.001239,0.006401,
5,vector1,NA,NA,62.627777,112730,70.883171,54.508743,0.001239,0.004543,
6,cube0,58.201111,104762,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,67.441666,121395,111.009773,87.065979,0.001239,0.006401,
6,vector1,NA,NA,66.151108,119072,74.025238,58.628784,0.001239,0.004543,
7,cube0,60.930000,109674,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,67.894447,122210,111.386429,89.596809,0.001239,0.011977,
7,vector1,NA,NA,66.360558,119449,74.279640,60.852348,0.001239,0.008260,
8,cube0,59.761665,107571,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,68.354446,123038,111.703606,90.231163,0.001239,0.011977,
8,vector1,NA,NA,66.782219,120208,74.491096,61.275253,0.001239,0.008260,
9,cube0,60.974998,109755,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,68.773331,123792,112.010872,90.865524,0.001239,0.011977,
9,vector1,NA,NA,66.684998,120033,74.484489,61.275253,0.001239,0.008260,
10,cube0,60.744999,109341,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,67.427223,121369,111.013077,88.843506,0.001239,0.011977,
10,vector1,NA,NA,66.117226,119011,74.018631,60.336929,0.001239,0.008260,
11,cube0,57.475555,103456,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,62.462776,112433,106.301628,80.927216,0.001239,0.006401,
11,vector1,NA,NA,62.510555,112519,70.883171,54.508743,0.001239,0.004543,
12,cube0,57.316666,103170,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,67.385559,121294,111.009773,87.072578,0.001239,0.006401,
12,vector1,NA,NA,66.214447,119186,74.028542,58.638699,0.001239,0.004543,
13,cube0,60.709446,109277,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,67.863335,122154,111.386429,89.596809,0.001239,0.011977,
13,vector1,NA,NA,66.372223,119470,74.279640,60.852348,0.001239,0.008260,
14,cube0,60.637779,109148,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,68.345001,123021,111.703606,90.231163,0.001239,0.011977,
14,vector1,NA,NA,66.782219,120208,74.491096,61.275253,0.001239,0.008260,
15,cube0,60.884445,109592,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,68.547226,123385,112.010872,90.865524,0.001239,0.011977,
15,vector1,NA,NA,66.526665,119748,74.484489,61.275253,0.001239,0.008260,
16,cube0,50.115002,90207,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,62.392776,112307,85.050560,65.107849,0.001239,0.006401,
16,vector1,NA,NA,62.447777,112406,56.715790,43.962502,0.001239,0.004543,
17,cube0,50.636112,91145,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,67.874443,122174,90.135353,72.006523,0.001239,0.006401,
17,vector1,NA,NA,66.284447,119312,60.112259,48.588047,0.001239,0.004543,
18,cube0,51.959446,93527,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,68.600555,123481,90.759804,75.046158,0.001239,0.011977,
18,vector1,NA,NA,66.552780,119795,60.317104,50.729015,0.001239,0.008260,
19,cube0,49.154999,88479,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,62.382221,112288,85.050560,65.107849,0.001239,0.006401,
19,vector1,NA,NA,62.406666,112332,56.715790,43.962502,0.001239,0.004543,
