block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,10.852777,19535,0.225926,0.163025,0.027315,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,15.882778,28589,0.014938,0.005154,0.003302,0.006481,0.000000,0.063333,0.003827,0.070802,
0,vector1,NA,NA,NA,NA,NA,NA,15.873333,28572,0.001944,0.000031,0.001914,0.000000,0.000000,0.050556,0.001204,0.005679,
1,cube0,10.861667,19551,0.215093,0.155494,0.027315,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,11.078333,19941,0.012994,0.005123,0.001389,0.006481,0.000000,0.014475,0.003827,0.065216,
1,vector1,NA,NA,NA,NA,NA,NA,11.068334,19923,0.000000,0.000000,0.000000,0.000000,0.000000,0.001481,0.001173,0.000463,
2,cube0,10.833889,19501,0.218858,0.160586,0.027315,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,11.040000,19872,0.012994,0.005123,0.001389,0.006481,0.000000,0.014475,0.003735,0.065401,
2,vector1,NA,NA,NA,NA,NA,NA,11.097777,19976,0.000000,0.000000,0.000000,0.000000,0.000000,0.001512,0.001204,0.000278,
3,cube0,10.813334,19464,0.222253,0.170648,0.027315,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,10.967222,19741,0.012994,0.005123,0.001389,0.006481,0.000000,0.013025,0.003827,0.065340,
3,vector1,NA,NA,NA,NA,NA,NA,10.967778,19742,0.000000,0.000000,0.000000,0.000000,0.000000,0.001481,0.001173,0.000278,
4,cube0,10.760555,19369,0.210741,0.152253,0.027315,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,15.819445,28475,0.014938,0.005154,0.003302,0.006481,0.000000,0.064074,0.003827,0.070802,
4,vector1,NA,NA,NA,NA,NA,NA,15.826667,28488,0.001944,0.000031,0.001914,0.000000,0.000000,0.050340,0.001235,0.005494,
5,cube0,10.753889,19357,0.207870,0.147099,0.027315,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,11.451667,20613,0.012994,0.005123,0.001389,0.006481,0.000000,0.014722,0.003735,0.065401,
5,vector1,NA,NA,NA,NA,NA,NA,11.041111,19874,0.000000,0.000000,0.000000,0.000000,0.000000,0.001543,0.001235,0.000463,
6,cube0,10.639444,19151,0.230463,0.176852,0.027315,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,10.793333,19428,0.012994,0.005123,0.001389,0.006481,0.000000,0.013704,0.003827,0.065401,
6,vector1,NA,NA,NA,NA,NA,NA,10.833333,19500,0.000000,0.000000,0.000000,0.000000,0.000000,0.001512,0.001204,0.000278,
7,cube0,10.716111,19289,0.238580,0.176420,0.027315,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,10.847222,19525,0.012994,0.005123,0.001389,0.006481,0.000000,0.014444,0.003735,0.065340,
7,vector1,NA,NA,NA,NA,NA,NA,10.869445,19565,0.000000,0.000000,0.000000,0.000000,0.000000,0.001512,0.001204,0.000278,
