block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,59.122776,106421,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,68.967224,124141,109.816132,86.125114,0.001226,0.006333,
0,vector1,NA,NA,67.711670,121881,73.230370,57.998550,0.001226,0.004494,
1,cube0,62.275002,112095,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,69.418335,124953,110.195297,88.638687,0.001226,0.011849,
1,vector1,NA,NA,67.907219,122233,73.485321,60.201611,0.001226,0.008172,
2,cube0,62.294998,112131,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,69.922226,125860,110.509087,89.266258,0.001226,0.011849,
2,vector1,NA,NA,68.317780,122972,73.694511,60.619995,0.001226,0.008172,
3,cube0,62.006668,111612,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,70.328331,126591,110.813065,89.893837,0.001226,0.011849,
3,vector1,NA,NA,68.220001,122796,73.687973,60.619995,0.001226,0.008172,
4,cube0,61.758335,111165,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,68.808334,123855,109.822670,87.880363,0.001226,0.011849,
4,vector1,NA,NA,67.443886,121399,73.227097,59.691704,0.001226,0.008172,
5,cube0,59.249443,106649,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,63.932220,115078,105.164871,80.061806,0.001226,0.006333,
5,vector1,NA,NA,63.910557,115039,70.125168,53.925842,0.001226,0.004494,
6,cube0,58.968334,106143,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,68.785004,123813,109.822670,86.134918,0.001226,0.006333,
6,vector1,NA,NA,67.404442,121328,73.233635,58.001823,0.001226,0.004494,
7,cube0,61.736111,111125,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,69.348335,124827,110.195297,88.638687,0.001226,0.011849,
7,vector1,NA,NA,67.896111,122213,73.485321,60.201611,0.001226,0.008172,
8,cube0,61.603889,110887,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,69.813332,125664,110.509087,89.266258,0.001226,0.011849,
8,vector1,NA,NA,67.912781,122243,73.694511,60.619995,0.001226,0.008172,
9,cube0,61.322777,110381,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,70.081108,126146,110.813065,89.893837,0.001226,0.011849,
9,vector1,NA,NA,67.961670,122331,73.687973,60.619995,0.001226,0.008172,
10,cube0,61.901112,111422,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,68.621666,123519,109.825935,87.893440,0.001226,0.011849,
10,vector1,NA,NA,67.371666,121269,73.227097,59.691704,0.001226,0.008172,
11,cube0,58.873333,105972,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,63.799999,114840,105.164871,80.061806,0.001226,0.006333,
11,vector1,NA,NA,63.810555,114859,70.125168,53.925842,0.001226,0.004494,
12,cube0,58.752777,105755,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,68.701668,123663,109.822670,86.141449,0.001226,0.006333,
12,vector1,NA,NA,67.517220,121531,73.236908,58.011631,0.001226,0.004494,
13,cube0,61.123890,110023,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,69.183891,124531,110.195297,88.638687,0.001226,0.011849,
13,vector1,NA,NA,67.579445,121643,73.485321,60.201611,0.001226,0.008172,
14,cube0,61.713333,111084,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,69.544441,125180,110.509087,89.266258,0.001226,0.011849,
14,vector1,NA,NA,68.044441,122480,73.694511,60.619995,0.001226,0.008172,
15,cube0,62.448334,112407,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,70.030556,126055,110.813065,89.893837,0.001226,0.011849,
15,vector1,NA,NA,67.886665,122196,73.687973,60.619995,0.001226,0.008172,
16,cube0,50.828888,91492,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,63.741112,114734,84.141052,64.411606,0.001226,0.006333,
16,vector1,NA,NA,63.751667,114753,56.109287,43.492382,0.001226,0.004494,
17,cube0,51.240555,92233,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,69.175003,124515,89.171471,71.236504,0.001226,0.006333,
17,vector1,NA,NA,67.709442,121877,59.469437,48.068459,0.001226,0.004494,
18,cube0,53.010555,95419,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,69.973335,125952,89.789246,74.243637,0.001226,0.011849,
18,vector1,NA,NA,67.876663,122178,59.672089,50.186531,0.001226,0.008172,
19,cube0,51.431667,92577,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,63.698891,114658,84.141052,64.411606,0.001226,0.006333,
19,vector1,NA,NA,63.730556,114715,56.109287,43.492382,0.001226,0.004494,
