block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id0_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id14_time(us),
0,cube0,20.273890,36493,1.802222,0.064365,1.722778,0.061528,6.420556,0.229306,1.040000,0.037143,31.177816,7.500556,0.267877,48.824509,0.000000,9.618333,0.343512,0.262222,0.912222,3.503889,0.000000,0.000000,0.210000,0.119444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.545000,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.223888,45403,6.730000,0.240357,3.318889,0.118532,73.920135,0.637778,0.022778,6.168146,0.011913,6.028889,0.215317,0.531667,1.414444,0.000000,0.000000,0.000000,1.907222,0.569444,1.222778,NA,8.692223,5.315000,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.244444,45440,4.460556,0.159306,1.602222,0.057222,76.634552,0.436667,0.015595,6.005964,0.018389,6.349444,0.226766,0.362222,0.948889,0.000000,0.000000,0.000000,0.989444,0.380000,0.885556,NA,8.932777,7.964445,
1,cube0,23.069445,41525,1.802222,0.064365,1.720000,0.061429,6.179444,0.220694,3.261667,0.116488,9.941214,7.330000,0.261786,49.960567,0.000000,10.435000,0.372679,0.268333,0.935000,2.951111,0.000000,0.000000,0.205556,0.141667,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.237223,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.195000,45351,6.723333,0.240119,4.408889,0.157460,55.645023,0.581667,0.020774,7.582941,0.013401,6.778333,0.242083,0.542778,1.434444,0.000000,0.000000,0.000000,1.783333,1.966667,1.640556,NA,9.066112,3.093889,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.209444,45377,4.460556,0.159306,3.252222,0.116151,37.754356,0.392778,0.014028,6.980572,0.017617,6.163333,0.220119,0.370556,0.970556,0.000000,0.000000,0.000000,0.996111,1.943333,2.204444,NA,7.752222,5.414444,
2,cube0,24.295000,43731,1.802222,0.064365,1.727778,0.061706,5.991111,0.213968,1.837778,0.065635,17.643553,7.164444,0.255873,51.115051,0.000000,13.337222,0.476329,0.274444,0.956667,2.710556,0.000000,0.000000,0.205556,0.111111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.694445,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.158333,45285,6.723333,0.240119,5.485000,0.195893,44.727932,0.500556,0.017877,8.573543,0.013027,7.299445,0.260694,0.548333,1.455000,0.000000,0.000000,0.000000,1.816111,2.088333,2.206667,NA,8.623333,1.635556,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.179445,45323,4.460556,0.159306,2.965000,0.105893,41.411655,0.502222,0.017937,4.509909,0.017284,6.622222,0.236508,0.375000,0.991667,0.000000,0.000000,0.000000,0.994444,2.171111,2.056111,NA,8.432222,4.842222,
3,cube0,24.447779,44006,1.802222,0.064365,1.738333,0.062083,5.674445,0.202659,1.480000,0.052857,21.908733,6.823333,0.243690,53.670387,0.000000,13.699445,0.489266,0.278889,0.978889,3.068889,0.000000,0.000000,0.205556,0.141111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.381111,NA,NA,
