block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id0_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id14_time(us),
0,cube0,31.181110,56126,3.556667,0.082713,2.828889,0.065788,5.590556,0.130013,1.240000,0.028837,26.918224,7.774445,0.180801,94.208900,0.000000,11.746111,0.273165,0.261111,0.942778,2.592778,0.000000,0.000000,0.000000,0.127222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.665556,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.598888,71278,23.014444,0.535220,7.387222,0.171796,68.486389,1.491111,0.034677,46.928661,0.013935,9.465000,0.220116,1.265556,2.813889,0.000000,0.000000,0.000000,13.295555,0.134444,3.758889,NA,7.767222,0.620000,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.048332,68487,16.075556,0.373850,7.125556,0.165711,47.345402,1.943333,0.045194,24.169018,0.017956,11.071667,0.257481,0.922222,2.061111,0.000000,0.000000,0.000000,7.507778,0.345000,3.095556,NA,5.350000,6.628889,
1,cube0,30.763334,55374,3.556667,0.082713,2.840556,0.066059,7.411111,0.172351,1.965556,0.045711,16.981766,9.383889,0.218230,78.050995,0.000000,14.480000,0.336744,0.261667,0.950000,3.551111,0.000000,0.000000,0.000000,0.096111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.152222,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.657223,60583,19.392778,0.450995,7.146667,0.166202,57.981091,0.948889,0.022067,49.624008,0.016073,8.444445,0.196382,1.183333,2.678889,0.000000,0.000000,0.000000,12.780000,0.143889,3.811667,NA,6.539444,1.092778,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.661667,60591,13.661111,0.317700,5.795556,0.134780,47.679142,0.703889,0.016370,45.049255,0.020563,7.688889,0.178811,0.862778,1.957778,0.000000,0.000000,0.000000,6.953889,0.170000,1.271667,NA,7.252222,6.845000,
2,cube0,32.303890,58147,3.545556,0.082455,2.831667,0.065853,5.679444,0.132080,2.223333,0.051705,15.012863,7.769444,0.180685,94.269531,0.000000,15.403889,0.358230,0.272222,0.976111,1.562222,0.000000,0.000000,0.000000,0.127222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.475555,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.586666,71256,23.014444,0.535220,5.807778,0.135065,87.111496,1.502222,0.034935,46.581562,0.015018,16.603889,0.386137,1.274444,2.845000,0.000000,0.000000,0.000000,12.706111,0.473889,4.098889,NA,3.990556,1.047222,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.007221,68413,16.075556,0.373850,6.561111,0.152584,51.418468,1.457222,0.033889,32.231503,0.018472,9.447222,0.219703,0.931111,2.092222,0.000000,0.000000,0.000000,7.389444,0.275556,3.100000,NA,8.450000,6.678889,
3,cube0,31.798334,57237,3.556667,0.082713,2.842222,0.066098,6.127778,0.142506,3.447778,0.080181,9.681193,8.330556,0.193734,87.919930,0.000000,16.061666,0.373527,0.272778,0.983333,1.558333,0.000000,0.000000,0.000000,0.106111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.963333,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.596668,60474,19.392778,0.450995,7.292222,0.169587,56.823765,0.986667,0.022946,47.723991,0.014354,8.926666,0.207597,1.193333,2.710000,0.000000,0.000000,0.000000,12.758333,0.216667,3.212778,NA,7.599444,0.841111,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.596668,60474,13.661111,0.317700,5.485000,0.127558,50.378693,0.686111,0.015956,46.216526,0.019548,7.893889,0.183579,0.872778,1.988889,0.000000,0.000000,0.000000,6.795000,0.256111,3.185000,NA,8.709444,6.458333,
4,cube0,31.246111,56243,3.521667,0.081899,2.912222,0.067726,6.467222,0.150401,1.713889,0.039858,19.475359,8.790556,0.204432,83.319176,0.000000,15.907222,0.369935,0.278889,1.006667,2.313333,0.000000,0.000000,0.000000,0.149444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.768888,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.475555,71056,23.014444,0.535220,9.424444,0.219173,53.682129,2.393889,0.055672,29.231035,0.013858,10.766666,0.250388,1.281667,2.873333,0.000000,0.000000,0.000000,12.957222,0.143333,3.333889,NA,5.235556,0.380000,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.947224,68305,16.075556,0.373850,7.608889,0.176951,44.337917,1.426111,0.033165,32.934643,0.017674,9.686666,0.225271,0.938333,2.120556,0.000000,0.000000,0.000000,7.437222,0.263889,3.477778,NA,6.577778,6.152222,
5,cube0,31.176111,56117,3.556667,0.082713,2.837778,0.065995,5.615556,0.130594,2.832778,0.065879,11.782993,7.847222,0.182494,93.335175,0.000000,15.378889,0.357649,0.278333,1.014444,1.469444,0.000000,0.000000,0.000000,0.147222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.622778,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.555557,60400,19.392778,0.450995,7.811666,0.181667,53.045208,1.045000,0.024302,45.059971,0.015431,9.064445,0.210801,1.201667,2.737778,0.000000,0.000000,0.000000,12.571111,0.177778,3.382778,NA,5.901667,0.432778,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.543888,60379,13.661111,0.317700,6.098333,0.141822,45.311909,0.831111,0.019328,38.153347,0.019525,7.893333,0.183566,0.881111,2.016667,0.000000,0.000000,0.000000,6.802778,0.188889,3.397222,NA,7.614444,6.220000,
6,cube0,31.496111,56693,3.545556,0.082455,2.865000,0.066628,5.497778,0.127855,3.146111,0.073165,10.609480,7.762222,0.180517,94.357239,0.000000,15.513333,0.360775,0.283333,1.038333,1.512778,0.000000,0.000000,0.000000,0.112778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.739445,NA,NA,
