block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,4563.901855,8215023,13.623647,6.811823,54.494587,6.811823,0.000000,13.623647,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.032776,90059,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,48.387222,87097,
1,cube0,4529.585938,8153255,13.623647,6.811823,54.494587,6.811823,0.000000,13.623647,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.314999,79767,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.274445,79694,
2,cube0,4461.799316,8031239,13.623647,6.811823,54.494587,6.811823,0.000000,13.623647,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.148888,90268,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,48.299999,86940,
3,cube0,4436.089355,7984961,13.623647,6.811823,54.494587,6.811823,0.000000,13.623647,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.278889,79702,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.228889,79612,
4,cube0,4527.000488,8148601,13.623647,6.811823,54.494587,6.811823,0.000000,13.623647,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,49.970554,89947,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,48.344444,87020,
5,cube0,4444.789551,8000621,13.623647,6.811823,54.494587,6.811823,0.000000,13.623647,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.185555,79534,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.154999,79479,
6,cube0,4429.444824,7973001,13.623647,6.811823,54.494587,6.811823,0.000000,13.623647,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,49.944443,89900,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,48.278332,86901,
7,cube0,4407.399414,7933319,13.623647,6.811823,54.494587,6.811823,0.000000,13.623647,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.166111,79499,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.127777,79430,
8,cube0,4473.291504,8051925,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.776112,91397,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,48.929443,88073,
9,cube0,4490.442383,8082796,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.073891,79333,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.070557,79327,
10,cube0,4461.660156,8030988,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.082222,79348,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.067780,79322,
11,cube0,4416.808105,7950255,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.505001,90909,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,48.759998,87768,
12,cube0,4433.549805,7980390,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.080002,79344,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.065556,79318,
13,cube0,4428.459473,7971227,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.023335,79242,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.028889,79252,
14,cube0,4451.275879,8012297,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.810555,91459,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,48.947224,88105,
15,cube0,4484.014648,8071226,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.026669,79248,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.020000,79236,
16,cube0,4558.186035,8204735,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.017223,79231,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.018890,79234,
17,cube0,4539.424316,8170964,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,50.611111,91100,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,48.799999,87840,
18,cube0,4536.005371,8164810,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,44.007778,79214,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,44.015556,79228,
19,cube0,4531.698730,8157058,9.082431,4.541215,36.329723,4.541215,0.000000,9.082431,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,43.974998,79155,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,43.947777,79106,
