Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
LightningIndexer_468c104183baa47aac33ce774c8668e0_196865_mix_aic,mix,72.421448,20,40,0,551416,1800,1800,
