block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,15.692223,28246,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,20.244444,36440,9.779495,17.006029,0.003860,0.008364,
0,vector1,NA,NA,18.384445,33092,0.144119,5.455929,0.003860,0.002574,
1,cube0,16.725000,30105,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,17.832777,32099,4.117682,9.100078,0.003860,0.008364,
1,vector1,NA,NA,17.673334,31812,0.144119,5.455929,0.003860,0.002574,
2,cube0,14.862223,26752,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,17.421112,31358,4.117682,9.100078,0.003860,0.008364,
2,vector1,NA,NA,17.440001,31392,0.144119,5.455929,0.003860,0.002574,
3,cube0,15.561111,28010,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,17.391111,31304,4.117682,9.100078,0.003860,0.008364,
3,vector1,NA,NA,17.412777,31343,0.144119,5.455929,0.003860,0.002574,
4,cube0,15.947222,28705,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,20.132778,36239,9.779495,17.006029,0.003860,0.008364,
4,vector1,NA,NA,18.266111,32879,0.144119,5.455929,0.003860,0.002574,
5,cube0,15.768888,28384,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,17.267221,31081,4.117682,9.100078,0.003860,0.008364,
5,vector1,NA,NA,17.340555,31213,0.144119,5.455929,0.003860,0.002574,
6,cube0,15.858334,28545,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,17.303888,31147,4.117682,9.100078,0.003860,0.008364,
6,vector1,NA,NA,17.295555,31132,0.144119,5.455929,0.003860,0.002574,
7,cube0,15.891666,28605,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,17.295000,31131,4.117682,9.100078,0.003860,0.008364,
7,vector1,NA,NA,17.275555,31096,0.144119,5.455929,0.003860,0.002574,
8,cube0,5.935555,10684,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,17.272778,31091,0.144119,5.455929,0.003860,0.002574,
8,vector1,NA,NA,17.248888,31048,0.144119,5.455929,0.003860,0.002574,
9,cube0,6.560000,11808,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,17.248333,31047,0.144119,5.455929,0.003860,0.002574,
9,vector1,NA,NA,17.222221,31000,0.144119,5.455929,0.003860,0.002574,
10,cube0,6.630000,11934,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,17.221111,30998,0.144119,5.455929,0.003860,0.002574,
10,vector1,NA,NA,17.209444,30977,0.144119,5.455929,0.003860,0.002574,
11,cube0,6.630000,11934,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,17.209444,30977,0.144119,5.455929,0.003860,0.002574,
11,vector1,NA,NA,17.222778,31001,0.144119,5.455929,0.003860,0.002574,
12,cube0,6.205555,11170,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,17.207222,30973,0.144119,5.455929,0.003860,0.002574,
12,vector1,NA,NA,17.207777,30974,0.144119,5.455929,0.003860,0.002574,
13,cube0,5.987778,10778,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,17.192223,30946,0.144119,5.455929,0.003860,0.002574,
13,vector1,NA,NA,17.195000,30951,0.144119,5.455929,0.003860,0.002574,
14,cube0,6.290000,11322,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,17.179445,30923,0.144119,5.455929,0.003860,0.002574,
14,vector1,NA,NA,17.199444,30959,0.144119,5.455929,0.003860,0.002574,
15,cube0,6.505000,11709,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,17.165001,30897,0.144119,5.455929,0.003860,0.002574,
15,vector1,NA,NA,17.186111,30935,0.144119,5.455929,0.003860,0.002574,
16,cube0,6.527222,11749,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,17.153889,30877,0.144119,5.455929,0.003860,0.002574,
16,vector1,NA,NA,17.180555,30925,0.144119,5.455929,0.003860,0.002574,
17,cube0,7.020000,12636,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,17.148333,30867,0.144119,5.455929,0.003860,0.002574,
17,vector1,NA,NA,17.166111,30899,0.144119,5.455929,0.003860,0.002574,
18,cube0,6.730000,12114,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,17.132778,30839,0.144119,5.455929,0.003860,0.002574,
18,vector1,NA,NA,17.161667,30891,0.144119,5.455929,0.003860,0.002574,
19,cube0,6.841667,12315,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,17.127222,30829,0.144119,5.455929,0.003860,0.002574,
19,vector1,NA,NA,17.154444,30878,0.144119,5.455929,0.003860,0.002574,
