block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,15.692223,28246,0.126667,0.131498,0.092995,0.001715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,20.244444,36440,0.008116,0.002778,0.000266,0.005072,0.000000,0.043961,0.002077,0.115169,
0,vector1,NA,NA,NA,NA,NA,NA,18.384445,33092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000556,0.000000,0.092077,
1,cube0,16.725000,30105,0.120000,0.125024,0.086787,0.001715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,17.832777,32099,0.008116,0.002778,0.000266,0.005072,0.000000,0.015773,0.000000,0.110966,
1,vector1,NA,NA,NA,NA,NA,NA,17.673334,31812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000556,0.000000,0.092029,
2,cube0,14.862223,26752,0.193841,0.198865,0.098527,0.001715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,17.421112,31358,0.008116,0.002778,0.000266,0.005072,0.000000,0.028696,0.000000,0.110725,
2,vector1,NA,NA,NA,NA,NA,NA,17.440001,31392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000556,0.000000,0.092150,
3,cube0,15.561111,28010,0.193913,0.198430,0.096256,0.001715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,17.391111,31304,0.008116,0.002778,0.000266,0.005072,0.000000,0.016449,0.000000,0.115193,
3,vector1,NA,NA,NA,NA,NA,NA,17.412777,31343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000531,0.000000,0.092150,
4,cube0,15.947222,28705,0.198043,0.201667,0.099300,0.001715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,20.132778,36239,0.008116,0.002778,0.000266,0.005072,0.000000,0.035097,0.001981,0.109106,
