block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,0.000000,8277423,1,833,30,708,23,709,0.119904,3.605442,2.343750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72532,7,6,1110,4,1072,5,53.846153,99.589226,99.319420,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72486,2,6,560,1,599,0,25.000000,99.913795,99.400688,
1,cube0,0.000000,8411534,2,832,35,704,27,705,0.239808,4.214820,2.776573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72503,8,6,1098,2,1091,0,57.142857,99.908714,99.637192,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72477,5,4,575,2,581,0,55.555557,99.827286,99.485863,
2,cube0,0.000000,8360191,2,832,35,704,27,705,0.239808,4.214820,2.776573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72481,6,7,1093,0,1092,1,46.153847,99.954254,99.636200,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72447,3,5,579,0,581,1,37.500000,99.913864,99.486740,
3,cube0,0.000000,8341896,2,832,39,705,29,704,0.239808,4.603927,3.028992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72419,7,7,1092,2,1091,3,50.000000,99.771484,99.455040,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72328,5,4,578,1,579,1,55.555557,99.827438,99.486298,
4,cube0,0.000000,8360980,1,833,33,705,33,704,0.119904,4.474576,2.901689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72322,7,7,1091,11,1090,9,50.000000,99.091324,98.781036,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72324,4,5,576,2,579,1,44.444443,99.740936,99.314484,
5,cube0,0.000000,8402756,2,832,26,706,35,704,0.239808,4.146839,2.733189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72225,8,6,1087,0,1099,1,57.142857,99.954277,99.681961,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72271,2,6,584,0,574,1,25.000000,99.913719,99.400169,
6,cube0,0.000000,8350264,2,832,29,706,33,703,0.239808,4.214820,2.776573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72172,7,6,1104,1,1081,1,53.846153,99.908554,99.636360,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72222,5,4,569,0,588,2,55.555557,99.827438,99.486298,
7,cube0,0.000000,8250259,2,832,28,705,37,704,0.239808,4.409770,2.902946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72133,7,7,1092,1,1094,0,50.000000,99.954277,99.636528,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72192,3,5,577,0,581,1,37.500000,99.913719,99.485863,
8,cube0,0.000000,8245628,1,833,31,707,29,704,0.119904,4.078858,2.646421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72109,9,6,1095,0,1092,1,60.000000,99.954300,99.682251,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72166,3,5,576,0,583,1,37.500000,99.913795,99.486298,
9,cube0,0.000000,8317875,2,832,26,706,34,705,0.239808,4.078858,2.689805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72084,7,7,1089,0,1096,2,50.000000,99.908554,99.591095,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72072,5,4,578,3,576,3,55.555557,99.482758,99.144569,
10,cube0,0.000000,8189790,2,832,31,705,31,704,0.239808,4.214820,2.776573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72001,6,7,1093,0,1093,1,46.153847,99.954277,99.636360,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72042,1,6,574,1,583,1,14.285714,99.827438,99.313896,
11,cube0,0.000000,8116258,2,832,29,706,30,706,0.239808,4.010877,2.646421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,71998,8,6,1091,1,1096,0,57.142857,99.954300,99.682106,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72081,5,4,581,1,579,0,55.555557,99.913864,99.572647,
12,cube0,0.000000,8129916,2,832,33,704,28,706,0.239808,4.146839,2.733189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72023,7,7,1089,1,1094,1,50.000000,99.908470,99.590721,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,72014,4,5,586,0,573,1,44.444443,99.913795,99.486740,
13,cube0,0.000000,8252015,1,833,31,704,30,705,0.119904,4.149660,2.690972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,71984,8,6,1091,1,1096,0,57.142857,99.954300,99.682106,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,71998,3,5,583,0,576,1,37.500000,99.913795,99.486298,
