block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,0.000000,8277423,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,0.000000,72532,23.629553,18.863394,0.001986,0.001324,
0,vector1,NA,NA,0.000000,72486,11.851847,10.835066,0.001986,0.001324,
1,cube0,0.000000,8411534,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,0.000000,72503,23.629553,18.863394,0.001986,0.001324,
1,vector1,NA,NA,0.000000,72477,11.851847,10.835066,0.001986,0.001324,
2,cube0,0.000000,8360191,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,0.000000,72481,23.629553,18.863394,0.001986,0.001324,
2,vector1,NA,NA,0.000000,72447,11.851847,10.835066,0.001986,0.001324,
3,cube0,0.000000,8341896,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,0.000000,72419,23.629553,18.863394,0.001986,0.001324,
3,vector1,NA,NA,0.000000,72328,11.851847,10.835066,0.001986,0.001324,
4,cube0,0.000000,8360980,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,0.000000,72322,23.629553,18.863394,0.001986,0.001324,
4,vector1,NA,NA,0.000000,72324,11.851847,10.835066,0.001986,0.001324,
5,cube0,0.000000,8402756,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,0.000000,72225,23.629553,18.863394,0.001986,0.001324,
5,vector1,NA,NA,0.000000,72271,11.851847,10.835066,0.001986,0.001324,
6,cube0,0.000000,8350264,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,0.000000,72172,23.629553,18.863394,0.001986,0.001324,
6,vector1,NA,NA,0.000000,72222,11.851847,10.835066,0.001986,0.001324,
7,cube0,0.000000,8250259,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,0.000000,72133,23.629553,18.863394,0.001986,0.001324,
7,vector1,NA,NA,0.000000,72192,11.851847,10.835066,0.001986,0.001324,
8,cube0,0.000000,8245628,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,0.000000,72109,23.629553,18.863394,0.001986,0.001324,
8,vector1,NA,NA,0.000000,72166,11.851847,10.835066,0.001986,0.001324,
9,cube0,0.000000,8317875,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,0.000000,72084,23.629553,18.863394,0.001986,0.001324,
9,vector1,NA,NA,0.000000,72072,11.851847,10.835066,0.001986,0.001324,
10,cube0,0.000000,8189790,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,0.000000,72001,23.629553,18.863394,0.001986,0.001324,
10,vector1,NA,NA,0.000000,72042,11.851847,10.835066,0.001986,0.001324,
11,cube0,0.000000,8116258,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,0.000000,71998,23.629553,18.863394,0.001986,0.001324,
11,vector1,NA,NA,0.000000,72081,11.851847,10.835066,0.001986,0.001324,
12,cube0,0.000000,8129916,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,0.000000,72023,23.629553,18.863394,0.001986,0.001324,
12,vector1,NA,NA,0.000000,72014,11.851847,10.835066,0.001986,0.001324,
13,cube0,0.000000,8252015,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,0.000000,71984,23.629553,18.863394,0.001986,0.001324,
13,vector1,NA,NA,0.000000,71998,11.851847,10.835066,0.001986,0.001324,
14,cube0,0.000000,8258076,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,0.000000,71963,23.629553,18.863394,0.001986,0.001324,
14,vector1,NA,NA,0.000000,71977,11.851847,10.835066,0.001986,0.001324,
15,cube0,0.000000,8207938,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,0.000000,71939,23.629553,18.863394,0.001986,0.001324,
15,vector1,NA,NA,0.000000,71991,11.851847,10.835066,0.001986,0.001324,
16,cube0,0.000000,8177471,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,0.000000,71980,23.629553,18.863394,0.001986,0.001324,
16,vector1,NA,NA,0.000000,72000,11.851847,10.835066,0.001986,0.001324,
17,cube0,0.000000,8185803,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,0.000000,71956,23.629553,18.863394,0.001986,0.001324,
17,vector1,NA,NA,0.000000,71894,11.851847,10.835066,0.001986,0.001324,
18,cube0,0.000000,8174146,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,0.000000,71895,23.629553,18.863394,0.001986,0.001324,
18,vector1,NA,NA,0.000000,71887,11.851847,10.835066,0.001986,0.001324,
19,cube0,0.000000,8185772,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,0.000000,71903,23.629553,18.863394,0.001986,0.001324,
19,vector1,NA,NA,0.000000,71900,11.851847,10.835066,0.001986,0.001324,
