block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id0_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id14_time(us),
0,cube0,24.038334,43269,1.802222,0.060074,1.722222,0.057407,6.150556,0.205019,2.493333,0.083111,NA,7.278889,0.242630,NA,0.003150,12.605000,0.420167,0.262222,0.912222,3.172222,0.000000,0.000000,0.205556,0.147222,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.075556,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.987223,48577,6.723333,0.224111,2.796667,0.093222,NA,0.567778,0.018926,NA,0.013761,6.759444,0.225315,0.532778,1.413333,0.000000,0.000000,0.000000,1.952778,0.488333,0.707222,NA,10.892777,3.858889,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.938889,48490,4.460556,0.148685,3.160556,0.105352,NA,0.397222,0.013241,NA,0.019197,7.380000,0.246000,0.360556,0.949444,0.000000,0.000000,0.000000,1.097222,2.327222,1.977778,NA,9.245000,6.513889,
1,cube0,25.066111,45119,1.802222,0.060074,1.723889,0.057463,5.944445,0.198148,1.606111,0.053537,NA,7.085556,0.236185,NA,0.004622,9.541111,0.318037,0.268333,0.935000,2.917222,0.000000,0.000000,0.205556,0.120000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.294444,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.957777,48524,6.730000,0.224333,3.548333,0.118278,NA,0.627222,0.020907,NA,0.014668,8.656667,0.288556,0.541111,1.435000,0.000000,0.000000,0.000000,2.027222,3.264444,1.415000,NA,9.781111,1.999444,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.904444,48428,4.460556,0.148685,2.266111,0.075537,NA,0.485000,0.016167,NA,0.020084,7.414444,0.247148,0.368889,0.971111,0.000000,0.000000,0.000000,1.153889,4.340556,1.097778,NA,8.822222,4.531667,
2,cube0,25.925556,46666,1.802222,0.060074,1.722778,0.057426,6.389444,0.212981,2.991111,0.099704,NA,7.478333,0.249278,NA,0.004580,11.433333,0.381111,0.274444,0.956667,3.222222,0.000000,0.000000,0.205556,0.123889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.169444,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.937778,48488,6.730000,0.224333,3.741111,0.124704,NA,0.500000,0.016667,NA,0.011750,8.148334,0.271611,0.547222,1.455556,0.000000,0.000000,0.000000,2.178889,4.639444,0.975556,NA,8.723333,1.457778,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.885555,48394,4.467222,0.148907,2.067778,0.068926,NA,0.391667,0.013056,NA,0.014682,7.558889,0.251963,0.374444,0.992222,0.000000,0.000000,0.000000,0.981111,4.771667,0.937222,NA,8.610000,4.416111,
3,cube0,23.458334,42225,1.802222,0.060074,1.713889,0.057130,5.598333,0.186611,1.148889,0.038296,NA,6.746111,0.224870,NA,0.004481,14.149445,0.471648,0.278889,0.978889,3.057222,0.000000,0.000000,0.205556,0.137778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.810555,NA,NA,
