block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,24.038334,43269,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,26.987223,48577,NA,NA,0.002888,0.001925,
0,vector1,NA,NA,26.938889,48490,NA,NA,0.002888,0.001925,
1,cube0,25.066111,45119,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,26.957777,48524,NA,NA,0.002888,0.001925,
1,vector1,NA,NA,26.904444,48428,NA,NA,0.002888,0.001925,
2,cube0,25.925556,46666,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,26.937778,48488,NA,NA,0.002888,0.001925,
2,vector1,NA,NA,26.885555,48394,NA,NA,0.002888,0.001925,
3,cube0,23.458334,42225,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,26.920000,48456,NA,NA,0.002888,0.001925,
3,vector1,NA,NA,26.872778,48371,NA,NA,0.002888,0.001925,
4,cube0,23.301666,41943,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,26.904444,48428,NA,NA,0.002888,0.001925,
4,vector1,NA,NA,26.861111,48350,NA,NA,0.002888,0.001925,
5,cube0,24.117222,43411,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,26.847778,48326,NA,NA,0.002888,0.001925,
5,vector1,NA,NA,26.808332,48255,NA,NA,0.002888,0.001925,
6,cube0,22.746111,40943,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,26.809444,48257,NA,NA,0.002888,0.001925,
6,vector1,NA,NA,26.782223,48208,NA,NA,0.002888,0.001925,
7,cube0,22.681667,40827,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,26.814444,48266,NA,NA,0.002888,0.001925,
7,vector1,NA,NA,26.781111,48206,NA,NA,0.002888,0.001925,
8,cube0,23.201666,41763,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,26.753334,48156,NA,NA,0.002888,0.001925,
8,vector1,NA,NA,26.741112,48134,NA,NA,0.002888,0.001925,
9,cube0,23.698334,42657,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,26.725555,48106,NA,NA,0.002888,0.001925,
9,vector1,NA,NA,26.707222,48073,NA,NA,0.002888,0.001925,
10,cube0,23.980556,43165,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,26.716110,48089,NA,NA,0.002888,0.001925,
10,vector1,NA,NA,26.691668,48045,NA,NA,0.002888,0.001925,
11,cube0,24.720556,44497,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,26.719999,48096,NA,NA,0.002888,0.001925,
11,vector1,NA,NA,26.714445,48086,NA,NA,0.002888,0.001925,
12,cube0,24.885000,44793,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,26.731112,48116,NA,NA,0.002888,0.001925,
12,vector1,NA,NA,26.700556,48061,NA,NA,0.002888,0.001925,
13,cube0,24.966110,44939,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,26.670000,48006,NA,NA,0.002888,0.001925,
13,vector1,NA,NA,26.670555,48007,NA,NA,0.002888,0.001925,
14,cube0,25.681667,46227,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,26.660000,47988,NA,NA,0.002888,0.001925,
14,vector1,NA,NA,26.673889,48013,NA,NA,0.002888,0.001925,
15,cube0,25.507223,45913,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,26.667778,48002,NA,NA,0.002888,0.001925,
15,vector1,NA,NA,26.651667,47973,NA,NA,0.002888,0.001925,
16,cube0,26.480000,47664,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,26.649445,47969,NA,NA,0.002888,0.001925,
16,vector1,NA,NA,26.662222,47992,NA,NA,0.002888,0.001925,
17,cube0,25.965555,46738,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,26.659445,47987,NA,NA,0.002888,0.001925,
17,vector1,NA,NA,26.660555,47989,NA,NA,0.002888,0.001925,
18,cube0,26.432777,47579,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,26.663334,47994,NA,NA,0.002888,0.001925,
18,vector1,NA,NA,26.645000,47961,NA,NA,0.002888,0.001925,
19,cube0,26.098333,46977,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,26.616112,47909,NA,NA,0.002888,0.001925,
19,vector1,NA,NA,26.609444,47897,NA,NA,0.002888,0.001925,
