block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,13.332222,23998,1.472827,0.736413,5.891306,5.891306,0.000000,1.472827,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,18.059999,32508,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,16.190001,29142,
1,cube0,14.713889,26485,1.472827,0.736413,5.891306,5.891306,0.000000,1.472827,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.425000,27765,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.411111,27740,
2,cube0,14.794444,26630,1.472827,0.736413,5.891306,5.891306,0.000000,1.472827,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.401111,27722,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.336111,27605,
3,cube0,13.022778,23441,1.472827,0.736413,5.891306,5.891306,0.000000,1.472827,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.353333,27636,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.316667,27570,
4,cube0,13.558333,24405,1.472827,0.736413,5.891306,5.891306,0.000000,1.472827,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.986666,32376,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,16.080555,28945,
5,cube0,13.520555,24337,1.472827,0.736413,5.891306,5.891306,0.000000,1.472827,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.341111,27614,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.301666,27543,
6,cube0,13.868889,24964,1.472827,0.736413,5.891306,5.891306,0.000000,1.472827,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.330556,27595,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.293333,27528,
7,cube0,13.351666,24033,1.472827,0.736413,5.891306,5.891306,0.000000,1.472827,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.275556,27496,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.222222,27400,
8,cube0,5.823333,10482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.252778,27455,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.201667,27363,
9,cube0,5.525556,9946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.217778,27392,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.168333,27303,
10,cube0,5.675000,10215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.206667,27372,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.157778,27284,
11,cube0,5.862778,10553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.217778,27392,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.165000,27297,
12,cube0,5.580555,10045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.212222,27382,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.163889,27295,
13,cube0,5.739444,10331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.168889,27304,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.134444,27242,
14,cube0,5.840556,10513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.141666,27255,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.142777,27257,
15,cube0,6.413333,11544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.134444,27242,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.140000,27252,
16,cube0,6.455555,11620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.127778,27230,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.127778,27230,
17,cube0,6.267222,11281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.128889,27232,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.130000,27234,
18,cube0,6.107222,10993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.120000,27216,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.121111,27218,
19,cube0,6.571111,11828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,15.090555,27163,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,15.075000,27135,
