block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
0,cube0,13.332222,23998,9.584879,6.719771,6.023631,2.968666,22,0.034194,14,0.109472,18,0.142361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.875000,64.500000,146.000000,2.545368,34.000000,0.784675,0.000000,0.000000,32.000000,0.703624,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.059999,32508,1.156399,3.699326,4.171091,1.185165,12,0.145944,5,0.031806,90.625000,25.750000,NA,NA,NA,NA,NA,NA,NA,NA,80.375000,1.681053,25.125000,0.619057,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.190001,29142,0.046026,0.011506,0.454505,0.074792,2,0.121528,2,0.006361,9.875000,1.625000,NA,NA,NA,NA,NA,NA,NA,NA,0.250000,0.005229,1.000000,0.024639,
1,cube0,14.713889,26485,9.584879,6.719771,6.023631,2.968666,22,0.033750,14,0.128111,18,0.114972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.875000,64.500000,146.000000,2.545368,34.000000,0.784675,0.000000,0.000000,32.000000,0.703624,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.425000,27765,0.788192,0.753673,1.144893,0.816958,4,0.092806,4,0.029806,24.875000,17.750000,NA,NA,NA,NA,NA,NA,NA,NA,16.375000,0.342485,17.125000,0.421945,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.411111,27740,0.046026,0.011506,0.414232,0.074792,2,0.053028,2,0.005750,9.000000,1.625000,NA,NA,NA,NA,NA,NA,NA,NA,0.250000,0.005229,1.000000,0.024639,
2,cube0,14.794444,26630,9.584879,6.719771,6.023631,2.968666,22,0.034139,14,0.132194,18,0.097111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.875000,64.500000,146.000000,2.545368,34.000000,0.784675,0.000000,0.000000,32.000000,0.703624,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.401111,27722,0.788192,0.753673,1.167905,0.816958,4,0.063111,4,0.021306,25.375000,17.750000,NA,NA,NA,NA,NA,NA,NA,NA,16.375000,0.342485,17.125000,0.421945,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.336111,27605,0.046026,0.011506,0.442999,0.074792,2,0.085194,2,0.007139,9.625000,1.625000,NA,NA,NA,NA,NA,NA,NA,NA,0.250000,0.005229,1.000000,0.024639,
3,cube0,13.022778,23441,9.584879,6.719771,6.023631,2.968666,22,0.033639,14,0.121694,18,0.128667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.875000,64.500000,146.000000,2.545368,34.000000,0.784675,0.000000,0.000000,32.000000,0.703624,NA,NA,NA,NA,
