block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,13.332222,23998,1,129,2,525,3,517,0.769231,0.477555,0.509771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.059999,32508,2,50,358,8,352,7,3.846154,97.931038,91.634491,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.190001,29142,1,2,31,4,41,3,33.333332,91.139244,89.024391,
1,cube0,14.713889,26485,2,128,10,513,12,512,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.425000,27765,2,34,93,4,98,4,5.555555,95.979897,82.127663,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.411111,27740,1,2,39,1,32,0,33.333332,98.611115,96.000000,
2,cube0,14.794444,26630,2,128,13,511,9,514,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.401111,27722,2,34,100,1,101,1,5.555555,99.014778,84.937241,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.336111,27605,1,2,38,1,37,1,33.333332,97.402596,95.000000,
3,cube0,13.022778,23441,2,128,13,513,9,512,1.538462,2.101242,2.039083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
