block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,10.731667,19317,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,15.638889,28150,27.134247,39.603748,0.000798,0.421181,
0,vector1,NA,NA,15.663333,28194,17.778931,28.678577,0.000798,0.414799,
1,cube0,10.739445,19331,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,10.893333,19608,9.533999,13.350152,0.000798,0.421181,
1,vector1,NA,NA,10.927778,19670,0.178683,2.424980,0.000798,0.414799,
2,cube0,10.725000,19305,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,10.927222,19669,9.533999,13.350152,0.000798,0.421181,
2,vector1,NA,NA,10.930555,19675,0.178683,2.424980,0.000798,0.414799,
3,cube0,10.740556,19333,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,10.923889,19663,9.533999,13.350152,0.000798,0.421181,
3,vector1,NA,NA,11.376111,20477,0.178683,2.424980,0.000798,0.414799,
4,cube0,10.703889,19267,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,15.548889,27988,27.134247,39.603748,0.000798,0.421181,
4,vector1,NA,NA,15.594444,28070,17.778931,28.678577,0.000798,0.414799,
5,cube0,10.719444,19295,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,10.894444,19610,9.533999,13.350152,0.000798,0.421181,
5,vector1,NA,NA,10.915000,19647,0.178683,2.424980,0.000798,0.414799,
6,cube0,10.578333,19041,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,10.712222,19282,9.533999,13.350152,0.000798,0.421181,
6,vector1,NA,NA,10.771111,19388,0.178683,2.424980,0.000798,0.414799,
7,cube0,10.591666,19065,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,10.780556,19405,9.533999,13.350152,0.000798,0.421181,
7,vector1,NA,NA,10.738889,19330,0.178683,2.424980,0.000798,0.414799,
