block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
0,cube0,24.818333,44673,16.305403,6.111542,5.642035,13.257590,38,0.059904,46,0.199579,18,0.032989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.250000,416.500000,192.000000,2.314978,34.000000,0.542673,0.000000,0.000000,384.000000,5.839425,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.627222,46129,0.131303,8.188512,8.280025,0.135282,18,0.109559,4,0.021877,260.125000,4.250000,NA,NA,NA,NA,NA,NA,NA,NA,257.250000,3.721036,4.125000,0.070291,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.630556,46135,0.087535,4.098235,4.189749,0.095493,10,0.036379,3,0.013851,131.625000,3.000000,NA,NA,NA,NA,NA,NA,NA,NA,128.750000,1.862326,2.750000,0.046860,
1,cube0,20.723888,37303,16.305403,6.111542,5.642035,13.257590,38,0.059349,46,0.185172,18,0.108103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.250000,416.500000,192.000000,2.314978,34.000000,0.542673,0.000000,0.000000,384.000000,5.839425,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.580000,46044,0.147218,8.188512,8.280025,0.139260,18,0.079023,4,0.021073,260.125000,4.375000,NA,NA,NA,NA,NA,NA,NA,NA,257.250000,3.721036,4.625000,0.078811,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.602222,46084,0.091514,4.098235,4.189749,0.095493,10,0.062739,3,0.016686,131.625000,3.000000,NA,NA,NA,NA,NA,NA,NA,NA,128.750000,1.862326,2.875000,0.048990,
2,cube0,22.436666,40386,16.305403,6.111542,5.642035,13.257590,38,0.058946,46,0.205326,18,0.062184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.250000,416.500000,192.000000,2.314978,34.000000,0.542673,0.000000,0.000000,384.000000,5.839425,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.559444,46007,0.143239,8.188512,8.280025,0.135282,18,0.110249,4,0.017605,260.125000,4.250000,NA,NA,NA,NA,NA,NA,NA,NA,257.250000,3.721036,4.500000,0.076681,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.583334,46050,0.075599,4.098235,4.189749,0.095493,10,0.111322,3,0.014349,131.625000,3.000000,NA,NA,NA,NA,NA,NA,NA,NA,128.750000,1.862326,2.375000,0.040470,
3,cube0,24.916111,44849,16.305403,6.111542,5.642035,13.257590,38,0.059464,46,0.193755,18,0.054904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.250000,416.500000,192.000000,2.314978,34.000000,0.542673,0.000000,0.000000,384.000000,5.839425,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.535000,45963,0.147218,8.188512,8.280025,0.139260,18,0.110670,4,0.020038,260.125000,4.375000,NA,NA,NA,NA,NA,NA,NA,NA,257.250000,3.721036,4.625000,0.078811,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.543888,45979,0.091514,4.098235,4.189749,0.095493,10,0.052241,3,0.013851,131.625000,3.000000,NA,NA,NA,NA,NA,NA,NA,NA,128.750000,1.862326,2.875000,0.048990,
4,cube0,22.123333,39822,16.305403,6.111542,5.642035,13.257590,38,0.059464,46,0.223103,18,0.084004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.250000,416.500000,192.000000,2.314978,34.000000,0.542673,0.000000,0.000000,384.000000,5.839425,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.496666,45894,0.147218,8.188512,8.280025,0.135282,18,0.081724,4,0.020479,260.125000,4.250000,NA,NA,NA,NA,NA,NA,NA,NA,257.250000,3.721036,4.625000,0.078811,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.519444,45935,0.091514,4.098235,4.189749,0.095493,10,0.060632,3,0.014943,131.625000,3.000000,NA,NA,NA,NA,NA,NA,NA,NA,128.750000,1.862326,2.875000,0.048990,
5,cube0,21.783890,39211,16.305403,6.111542,5.642035,13.257590,38,0.059598,46,0.207663,18,0.064483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.250000,416.500000,192.000000,2.314978,34.000000,0.542673,0.000000,0.000000,384.000000,5.839425,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.472778,45851,0.131303,8.188512,8.280025,0.139260,18,0.112337,4,0.020000,260.125000,4.375000,NA,NA,NA,NA,NA,NA,NA,NA,257.250000,3.721036,4.125000,0.070291,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.489445,45881,0.087535,4.098235,4.189749,0.095493,10,0.068027,3,0.014521,131.625000,3.000000,NA,NA,NA,NA,NA,NA,NA,NA,128.750000,1.862326,2.750000,0.046860,
6,cube0,23.106112,41591,16.305403,6.111542,5.642035,13.257590,38,0.059598,46,0.212644,18,0.067912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.250000,416.500000,192.000000,2.314978,34.000000,0.542673,0.000000,0.000000,384.000000,5.839425,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.451666,45813,0.143239,8.188512,8.280025,0.135282,18,0.104674,4,0.019943,260.125000,4.250000,NA,NA,NA,NA,NA,NA,NA,NA,257.250000,3.721036,4.500000,0.076681,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.444445,45800,0.091514,4.098235,4.189749,0.095493,10,0.058544,3,0.014943,131.625000,3.000000,NA,NA,NA,NA,NA,NA,NA,NA,128.750000,1.862326,2.875000,0.048990,
7,cube0,24.611666,44301,16.305403,6.111542,5.642035,13.257590,38,0.058851,46,0.219770,18,0.063372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.250000,416.500000,192.000000,2.314978,34.000000,0.542673,0.000000,0.000000,384.000000,5.839425,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.443890,45799,0.147218,8.188512,8.280025,0.139260,18,0.150057,4,0.015996,260.125000,4.375000,NA,NA,NA,NA,NA,NA,NA,NA,257.250000,3.721036,4.625000,0.078811,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.399445,45719,0.087535,4.098235,4.189749,0.095493,10,0.070498,3,0.012874,131.625000,3.000000,NA,NA,NA,NA,NA,NA,NA,NA,128.750000,1.862326,2.750000,0.046860,
