block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_wait_ratio,aic_mte1_wait_ratio,aic_mte2_wait_ratio,aic_mte3_wait_ratio,aiv_time(us),aiv_total_cycles,aiv_vec_total_cflt_ratio,aiv_vec_bankgroup_cflt_ratio,aiv_vec_bank_cflt_ratio,aiv_vec_resc_cflt_ratio,aiv_vec_mte_cflt_ratio,aiv_vec_wait_ratio,aiv_mte2_wait_ratio,aiv_mte3_wait_ratio,
0,cube0,23.172222,41710,0.218154,0.223513,0.070215,0.001272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,27.006111,48611,0.049964,0.030753,0.011685,0.007527,0.000000,0.048262,0.011147,0.068208,
0,vector1,NA,NA,NA,NA,NA,NA,27.011110,48620,0.024982,0.015376,0.005842,0.003763,0.000000,0.034480,0.005573,0.068226,
1,cube0,26.373888,47473,0.225609,0.230986,0.057007,0.001272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,26.984444,48572,0.049964,0.030753,0.011685,0.007527,0.000000,0.073978,0.011147,0.068208,
1,vector1,NA,NA,NA,NA,NA,NA,26.933332,48480,0.024982,0.015376,0.005842,0.003763,0.000000,0.026918,0.005573,0.068208,
2,cube0,25.958334,46725,0.210502,0.215986,0.056452,0.001272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,26.962223,48532,0.049964,0.030753,0.011685,0.007527,0.000000,0.069660,0.011147,0.068226,
2,vector1,NA,NA,NA,NA,NA,NA,26.918888,48454,0.024982,0.015376,0.005842,0.003763,0.000000,0.028817,0.005573,0.068208,
3,cube0,22.921667,41259,0.196989,0.202473,0.054373,0.001272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,26.953333,48516,0.049964,0.030753,0.011685,0.007527,0.000000,0.050358,0.011147,0.068208,
3,vector1,NA,NA,NA,NA,NA,NA,26.909445,48437,0.024982,0.015376,0.005842,0.003763,0.000000,0.035520,0.005573,0.068226,
4,cube0,25.583889,46051,0.209910,0.215251,0.059229,0.001272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,26.893333,48408,0.049964,0.030753,0.011685,0.007527,0.000000,0.065197,0.011147,0.068226,
4,vector1,NA,NA,NA,NA,NA,NA,26.852222,48334,0.024982,0.015376,0.005842,0.003763,0.000000,0.028602,0.005573,0.068208,
5,cube0,24.393333,43908,0.218513,0.223996,0.062670,0.001272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,26.860001,48348,0.049964,0.030753,0.011685,0.007527,0.000000,0.053297,0.011147,0.068226,
5,vector1,NA,NA,NA,NA,NA,NA,26.838333,48309,0.024982,0.015376,0.005842,0.003763,0.000000,0.033280,0.005573,0.068226,
6,cube0,24.486666,44076,0.219803,0.225287,0.061487,0.001272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,26.863890,48355,0.049964,0.030753,0.011685,0.007527,0.000000,0.046057,0.011147,0.068208,
6,vector1,NA,NA,NA,NA,NA,NA,26.826666,48288,0.024982,0.015376,0.005842,0.003763,0.000000,0.034337,0.005573,0.068208,
7,cube0,25.017778,45032,0.226828,0.232312,0.062025,0.001272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,26.801666,48243,0.049964,0.030753,0.011685,0.007527,0.000000,0.058566,0.011147,0.068208,
7,vector1,NA,NA,NA,NA,NA,NA,26.782778,48209,0.024982,0.015376,0.005842,0.003763,0.000000,0.031720,0.005573,0.068208,
