block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,23.172222,41710,2,832,5,705,4,704,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.006111,48611,7,6,1023,3,1052,3,53.846153,99.711678,99.426933,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.011110,48620,2,6,539,0,513,1,25.000000,99.905037,99.340248,
1,cube0,26.373888,47473,1,833,5,704,3,706,0.119904,0.564175,0.399645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.984444,48572,8,6,1046,1,1034,0,57.142857,99.951942,99.665871,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.933332,48480,4,5,518,0,534,1,44.444443,99.905037,99.435028,
2,cube0,25.958334,46725,2,832,3,705,6,704,0.239808,0.634697,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.962223,48532,7,6,1056,2,1023,0,53.846153,99.903893,99.617958,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.918888,48454,3,5,509,0,543,1,37.500000,99.905037,99.434494,
3,cube0,22.921667,41259,2,832,3,706,5,704,0.239808,0.564175,0.444050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
