block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,41.716110,75089,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,50.098888,90178,74.305489,72.714882,0.001388,0.167725,
0,vector1,NA,NA,50.177776,90320,74.305489,72.714882,0.001388,0.167725,
1,cube0,41.646111,74963,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,43.923332,79062,40.036285,38.650051,0.001388,0.158839,
1,vector1,NA,NA,43.812222,78862,15.563989,16.505915,0.001388,0.149953,
2,cube0,41.976112,75557,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,50.347778,90626,62.069344,62.211521,0.001388,0.163282,
2,vector1,NA,NA,50.281666,90507,49.833199,51.139450,0.001388,0.158839,
3,cube0,41.485554,74674,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,43.593334,78468,52.272430,49.722122,0.001388,0.163282,
3,vector1,NA,NA,43.687222,78637,40.036285,38.650051,0.001388,0.158839,
4,cube0,41.666668,75000,NA,NA,NA,NA,NA,NA,
4,vector0,NA,NA,50.086666,90156,49.833199,51.139450,0.001388,0.158839,
4,vector1,NA,NA,49.959446,89927,25.360905,28.995316,0.001388,0.149953,
5,cube0,41.796112,75233,NA,NA,NA,NA,NA,NA,
5,vector0,NA,NA,43.904999,79029,64.508575,60.225483,0.001388,0.167725,
5,vector1,NA,NA,43.951111,79112,64.508575,60.225483,0.001388,0.167725,
6,cube0,41.807220,75253,NA,NA,NA,NA,NA,NA,
6,vector0,NA,NA,50.126110,90227,43.715122,45.034710,0.001388,0.156617,
6,vector1,NA,NA,50.184444,90332,13.124756,17.354534,0.001388,0.145510,
7,cube0,41.677223,75019,NA,NA,NA,NA,NA,NA,
7,vector0,NA,NA,43.737221,78727,58.390503,55.258156,0.001388,0.165503,
7,vector1,NA,NA,43.792778,78827,52.272430,49.722122,0.001388,0.163282,
8,cube0,41.865555,75358,NA,NA,NA,NA,NA,NA,
8,vector0,NA,NA,50.138332,90249,55.951271,56.675488,0.001388,0.161060,
8,vector1,NA,NA,50.188889,90340,37.597050,40.067387,0.001388,0.154396,
9,cube0,41.683334,75030,NA,NA,NA,NA,NA,NA,
9,vector0,NA,NA,43.755554,78760,46.154354,44.186085,0.001388,0.161060,
9,vector1,NA,NA,43.811668,78861,27.800135,27.577984,0.001388,0.154396,
10,cube0,41.868332,75363,NA,NA,NA,NA,NA,NA,
10,vector0,NA,NA,50.246113,90443,68.187416,67.747559,0.001388,0.165503,
10,vector1,NA,NA,50.359444,90647,62.069344,62.211521,0.001388,0.163282,
11,cube0,41.631111,74936,NA,NA,NA,NA,NA,NA,
11,vector0,NA,NA,43.680000,78624,33.918209,32.545307,0.001388,0.156617,
11,vector1,NA,NA,43.762222,78772,3.327841,4.865135,0.001388,0.145510,
12,cube0,41.759998,75168,NA,NA,NA,NA,NA,NA,
12,vector0,NA,NA,50.112221,90202,74.305489,72.714882,0.001388,0.167725,
12,vector1,NA,NA,50.053890,90097,74.305489,72.714882,0.001388,0.167725,
13,cube0,41.528889,74752,NA,NA,NA,NA,NA,NA,
13,vector0,NA,NA,43.536110,78365,40.036285,38.650051,0.001388,0.158839,
13,vector1,NA,NA,43.651112,78572,15.563989,16.505915,0.001388,0.149953,
14,cube0,41.799999,75240,NA,NA,NA,NA,NA,NA,
14,vector0,NA,NA,50.043335,90078,62.069344,62.211521,0.001388,0.163282,
14,vector1,NA,NA,50.138889,90250,49.833199,51.139450,0.001388,0.158839,
15,cube0,41.304443,74348,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,43.383888,78091,52.272430,49.722122,0.001388,0.163282,
15,vector1,NA,NA,43.462776,78233,40.036285,38.650051,0.001388,0.158839,
16,cube0,41.186111,74135,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,41.153889,74077,36.770641,34.486919,0.001388,0.158839,
16,vector1,NA,NA,41.147221,74065,12.298349,12.342779,0.001388,0.149953,
17,cube0,41.329445,74393,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,41.270000,74286,61.242939,56.062347,0.001388,0.167725,
17,vector1,NA,NA,41.265556,74278,61.242939,56.062347,0.001388,0.167725,
18,cube0,41.134998,74043,NA,NA,NA,NA,NA,NA,
18,vector0,NA,NA,41.072224,73930,30.652569,28.382174,0.001388,0.156617,
18,vector1,NA,NA,41.078335,73941,0.062203,0.702001,0.001388,0.145510,
19,cube0,41.137222,74047,NA,NA,NA,NA,NA,NA,
19,vector0,NA,NA,41.093334,73968,6.180276,6.238036,0.000278,0.146620,
19,vector1,NA,NA,41.086666,73956,0.062203,0.702001,0.000278,0.144399,
