block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
0,cube0,16.469444,29645,1.295287,0.647644,5.181149,5.181149,0.000000,1.295287,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,20.559444,37007,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.693890,33649,
1,cube0,16.780001,30204,1.295287,0.647644,5.181149,5.181149,0.000000,1.295287,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,18.012777,32423,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.772223,31990,
2,cube0,16.344999,29421,1.295287,0.647644,5.181149,5.181149,0.000000,1.295287,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.737223,31927,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.714445,31886,
3,cube0,16.339445,29411,1.295287,0.647644,5.181149,5.181149,0.000000,1.295287,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.715000,31887,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.697222,31855,
4,cube0,15.734445,28322,1.295287,0.647644,5.181149,5.181149,0.000000,1.295287,NA,NA,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,20.312222,36562,
4,vector1,NA,NA,NA,NA,NA,NA,NA,NA,18.372778,33071,
5,cube0,15.700000,28260,1.295287,0.647644,5.181149,5.181149,0.000000,1.295287,NA,NA,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.663334,31794,
5,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.626667,31728,
6,cube0,15.771111,28388,1.295287,0.647644,5.181149,5.181149,0.000000,1.295287,NA,NA,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.625555,31726,
6,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.592777,31667,
7,cube0,16.237778,29228,1.295287,0.647644,5.181149,5.181149,0.000000,1.295287,NA,NA,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.596111,31673,
7,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.590555,31663,
8,cube0,11.244445,20240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.576111,31637,
8,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.563334,31614,
9,cube0,5.938889,10690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.515556,31528,
9,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.533890,31561,
10,cube0,6.172778,11111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.516111,31529,
10,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.539444,31571,
11,cube0,6.575000,11835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.503889,31507,
11,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.530001,31554,
12,cube0,11.172222,20110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.496666,31494,
12,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.522223,31540,
13,cube0,5.995000,10791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.487778,31478,
13,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.510000,31518,
14,cube0,6.447222,11605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.475555,31456,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.506666,31512,
15,cube0,6.460556,11629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.470556,31447,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.496666,31494,
16,cube0,6.654444,11978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.445000,31401,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.488333,31479,
17,cube0,6.951111,12512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.437778,31388,
17,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.483889,31471,
18,cube0,6.766667,12180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.432777,31379,
18,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.473888,31453,
19,cube0,6.887778,12398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,17.424999,31365,
19,vector1,NA,NA,NA,NA,NA,NA,NA,NA,17.451111,31412,
