block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,100.267220,180481,24.365555,0.217550,18.546667,0.165595,14.546667,0.129881,0.001111,0.000010,5578.994629,38.920555,0.347505,125.455872,0.000000,30.137777,0.269087,1.034444,5.935555,29.102222,0.000000,0.000000,0.000000,0.144444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.974444,6.778889,48.932220,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.782776,185009,58.706112,0.524162,25.451666,0.227247,78.537148,1.017222,0.009082,67.502022,0.000000,31.070555,0.277416,3.158333,10.967222,33.903889,0.000000,0.000000,0.000000,0.215556,36.101665,NA,NA,NA,2.187778,3.622778,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.847778,185126,44.692780,0.399043,19.092222,0.170466,78.922470,1.132778,0.010114,60.616081,0.000000,29.091110,0.259742,2.846667,9.317778,27.902779,0.000000,0.000000,0.000000,0.188889,26.507223,NA,NA,NA,16.418333,9.721111,
1,cube0,100.348892,180628,24.347778,0.217391,18.552778,0.165650,15.282778,0.136453,0.001111,0.000010,5578.994629,38.235554,0.341389,127.703461,0.000000,30.249445,0.270084,1.042222,5.994444,28.338888,0.000000,0.000000,0.000000,0.144444,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.021667,8.895555,47.024445,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.862221,185152,58.786667,0.524881,24.565556,0.219335,81.370087,1.483333,0.013244,66.864357,0.000000,32.843887,0.293249,3.170000,11.011111,33.881668,0.000000,0.000000,0.000000,0.230556,35.544998,NA,NA,NA,2.130556,2.790555,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.866669,185160,44.773335,0.399762,18.398333,0.164271,81.899025,1.374444,0.012272,72.161606,0.000000,31.013334,0.276905,2.855556,9.362223,26.622778,0.000000,0.000000,0.000000,0.204444,25.975555,NA,NA,NA,13.613334,10.975555,
2,cube0,100.284447,180512,24.356112,0.217465,18.550556,0.165630,14.902778,0.133061,0.001111,0.000010,5578.994629,39.590000,0.353482,123.334496,0.000000,32.638889,0.291419,1.049444,5.987778,28.590000,0.000000,0.000000,0.000000,0.157778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.705555,18.598333,35.172779,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.674446,181214,57.200001,0.510714,24.086111,0.215055,81.722771,0.929444,0.008299,65.668427,0.000000,33.265556,0.297014,3.155555,10.990000,33.960556,0.000000,0.000000,0.000000,0.217222,35.951111,NA,NA,NA,2.280555,3.356667,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.681664,181227,43.186668,0.385595,17.345556,0.154871,85.110435,1.036667,0.009256,58.876358,0.000000,29.838888,0.266419,2.841667,9.342222,26.628889,0.000000,0.000000,0.000000,0.195000,25.443333,NA,NA,NA,22.897223,4.422222,
3,cube0,100.227219,180409,24.344999,0.217366,18.523333,0.165387,16.531111,0.147599,0.001111,0.000010,5578.994629,39.300556,0.350898,124.242844,0.000000,29.705555,0.265228,1.058889,5.996666,30.526667,0.000000,0.000000,0.000000,0.150000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.512777,18.117777,24.613890,NA,NA,
