block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
0,cube0,59.232224,106618,3841,2625,310,2570,308,2578,59.403030,10.718002,36.453564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.217781,124592,4,146,8132,1,8128,2,2.666667,99.981552,99.092186,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.832222,122098,3,98,5430,4,5423,6,2.970297,99.907944,99.014961,
1,cube0,62.686111,112835,3842,2624,335,2872,334,2865,59.418495,10.443335,35.045059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.645554,125362,7,242,8144,0,8119,1,2.811245,99.993851,98.528435,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.110558,122599,5,162,5452,1,5410,1,2.994012,99.981590,98.513283,
2,cube0,62.531666,112557,3842,2624,327,2881,318,2880,59.418495,10.068686,34.858608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.005554,126010,7,242,8113,3,8150,0,2.811245,99.981560,98.516502,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.260002,122868,5,162,5447,1,5412,3,2.994012,99.963181,98.495010,
3,cube0,61.098888,109978,3842,2624,314,2882,331,2879,59.418495,10.068686,34.858608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.425003,126765,7,242,8125,1,8132,2,2.811245,99.981552,98.515961,
3,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.396667,123114,5,162,5445,4,5418,0,2.994012,99.963188,98.495560,
4,cube0,61.650555,110971,3841,2625,318,2878,327,2883,59.403030,10.068686,34.850838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
