block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,98.831108,177896,24.379999,0.219640,18.550556,0.167122,14.464444,0.130310,0.001111,0.000010,5578.994629,39.519444,0.356031,123.554688,0.000000,30.730556,0.276852,1.035556,5.935000,29.155001,0.000000,0.000000,0.000000,0.143889,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.264444,6.815000,48.912777,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.347221,182425,58.706112,0.528884,25.398333,0.228814,78.702072,1.062778,0.009575,64.608566,0.000000,31.871111,0.287127,3.158333,10.967222,33.553333,0.000000,0.000000,0.000000,0.183333,35.169445,NA,NA,NA,2.731667,3.050000,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.427780,182570,44.692780,0.402638,18.584999,0.167432,81.076439,1.141111,0.010280,60.173416,0.000000,29.620556,0.266852,2.846667,9.317778,27.731667,0.000000,0.000000,0.000000,0.203333,25.943333,NA,NA,NA,15.179444,9.149445,
1,cube0,98.941109,178094,24.368889,0.219540,18.538889,0.167017,16.120001,0.145225,0.001111,0.000010,5578.994629,38.206112,0.344199,127.801880,0.000000,30.029444,0.270536,1.042222,5.994444,28.352222,0.000000,0.000000,0.000000,0.141667,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.563333,8.996667,47.589443,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.388336,182499,58.786667,0.529610,24.553888,0.221206,81.408745,1.422222,0.012813,69.737434,0.000000,33.527779,0.302052,3.170000,11.011111,33.879444,0.000000,0.000000,0.000000,0.192778,36.457779,NA,NA,NA,1.951667,2.307778,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.432777,182579,44.773335,0.403363,18.320000,0.165045,82.249207,1.523333,0.013724,65.108620,0.000000,31.498333,0.283769,2.855556,9.362223,26.826111,0.000000,0.000000,0.000000,0.222222,25.532223,NA,NA,NA,13.680555,10.555555,
2,cube0,99.178337,178521,24.379999,0.219640,18.550556,0.167122,14.683888,0.132287,0.001111,0.000010,5578.994629,39.790554,0.358473,122.712852,0.000000,32.045555,0.288699,1.049444,5.987778,29.147778,0.000000,0.000000,0.000000,0.157778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.035556,18.618334,35.566113,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.532219,179158,57.200001,0.515315,24.209999,0.218108,81.304581,0.996667,0.008979,61.239292,0.000000,31.128889,0.280440,3.155555,10.990000,33.883335,0.000000,0.000000,0.000000,0.185000,35.748333,NA,NA,NA,2.210000,3.672222,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.608330,179295,43.186668,0.389069,17.202778,0.154980,85.816833,0.979444,0.008824,62.316097,0.000000,28.950556,0.260816,2.841667,9.342222,26.382223,0.000000,0.000000,0.000000,0.220556,25.518333,NA,NA,NA,20.571667,4.827222,
3,cube0,98.913330,178044,24.356112,0.219424,18.516111,0.166812,16.717222,0.150606,0.001111,0.000010,5578.994629,39.231110,0.353433,124.462761,0.000000,30.885000,0.278243,1.060000,5.996111,30.730556,0.000000,0.000000,0.000000,0.152778,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.468333,17.799444,24.983334,NA,NA,
