block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),aic_scalar_wait_id11_time(us),aic_scalar_wait_id12_time(us),aic_scalar_wait_id1_time(us),aiv_scalar_wait_id0_time(us),aiv_scalar_wait_id13_time(us),
0,cube0,10.806666,19452,1.209444,0.067191,0.926667,0.051481,2.261111,0.125617,0.001111,0.000062,1716.613770,1.820556,0.101142,134.102249,0.000000,4.610000,0.256111,0.084444,0.300000,1.943333,0.000000,0.000000,0.000000,0.086111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.937778,2.813889,1.381111,NA,NA,
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.847777,28526,6.015000,0.334167,1.038333,0.057685,73.592125,0.432778,0.024043,88.144478,0.000000,5.839445,0.324414,1.001667,2.302222,0.000000,0.000000,0.000000,0.000000,0.123889,0.766111,NA,NA,NA,1.463889,1.506667,
0,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.857778,28544,4.187222,0.232623,0.845556,0.046975,72.183495,0.480556,0.026698,79.380981,0.000000,6.101666,0.338981,0.947778,1.990000,0.000000,0.000000,0.000000,0.000000,0.131667,0.231111,NA,NA,NA,1.247778,3.618333,
1,cube0,10.783334,19410,1.209444,0.067191,0.926667,0.051481,1.852222,0.102901,0.001111,0.000062,1716.613770,1.865000,0.103611,130.906494,0.000000,4.998889,0.277716,0.077222,0.291667,2.060000,0.000000,0.000000,0.000000,0.123333,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269444,2.838333,1.115556,NA,NA,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.985556,19774,2.167222,0.120401,0.208333,0.011574,73.814392,0.427778,0.023765,89.174744,0.000000,6.062778,0.336821,0.983889,2.251667,0.000000,0.000000,0.000000,0.000000,0.127778,0.766667,NA,NA,NA,1.318333,0.858333,
1,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.007222,19813,0.339444,0.018858,0.001111,0.000062,0.000000,0.453889,0.025216,84.044739,0.000000,6.098889,0.338827,0.930556,1.938889,0.000000,0.000000,0.000000,0.000000,0.098333,0.230556,NA,NA,NA,0.969444,2.986111,
2,cube0,10.725000,19305,1.209444,0.067191,0.926667,0.051481,2.295000,0.127500,0.001111,0.000062,1716.613770,1.837778,0.102099,132.845566,0.000000,4.417222,0.245401,0.077222,0.291667,2.158889,0.000000,0.000000,0.000000,0.110000,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888333,2.718889,0.000000,NA,NA,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.870556,19567,2.165000,0.120278,0.195556,0.010864,78.637497,0.422778,0.023488,90.229370,0.000000,6.662778,0.370154,0.983889,2.251667,0.000000,0.000000,0.000000,0.000000,0.120556,0.756667,NA,NA,NA,1.732778,1.386111,
2,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.915556,19648,0.339444,0.018858,0.001111,0.000062,0.000000,0.491111,0.027284,77.674835,0.000000,6.488333,0.360463,0.930556,1.938889,0.000000,0.000000,0.000000,0.000000,0.092778,0.231111,NA,NA,NA,1.648333,3.500000,
3,cube0,10.771111,19388,1.209444,0.067191,0.926667,0.051481,1.901667,0.105648,0.001111,0.000062,1716.613770,1.932778,0.107377,126.315933,0.000000,5.055555,0.280864,0.077222,0.291667,2.042222,0.000000,0.000000,0.000000,0.116111,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395556,2.735556,0.000000,NA,NA,
